"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","DistributionChannel","UserLanguage","comprehension_boxes","comprehension_your_boxes","comprehension_winning_boxes","comprehension_fc","comprehension_lc","comprehension_ps","comprehension_cc","pre1","pre2","pre3","pre_fc","pre_lc","pre_ps","pre_cc","c_selection1","c_selection2","c_selection3","post1","post2","post3","post_fc","post_lc","post_ps","post_cc","likelihood","confidence1","confidence2","why","why_fc","why_lc","why_ps","why_cc","age","gender","education","winning_box","outcome","order","pre","choice","choice_text","box","box_image","box_text","p_selected","winning_box_text","IPAddress_coded","workerId_coded","excluded","excluded_reason","p_highest","p_lowest","p_second_highest","uniform","choice_tertiary"
"2019-09-25 11:57:53","2019-09-25 12:01:04","0","100","190","1","2019-09-25 12:01:04","R_2VsE8duR2UyT5t7","","","","","anonymous","EN","3","1","1","3.104","6.562","8.002","3",NA,NA,NA,"","","","","","","",33,34,33,"7.867","27.236","30.546","4","3","3","3","There are 3 boxes so it is basically a one out of three chance.","4.173","4.173","20.549","1","35","0","4","1","$1.00","123",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",33,"Left",97,143,0,"NA",34,33,33,1,2
"2019-09-25 12:23:53","2019-09-25 12:25:52","0","100","118","1","2019-09-25 12:25:52","R_xbVZ0nzCfeR4Oe5","","","","","anonymous","EN","3","2","1","0.662","1.842","2.299","4",NA,NA,NA,"","","","","","","",50,30,20,"2.298","19.813","21.76","5","4","4","7","Becuaese i never have good luck","3.932","3.932","14.897","1","25","1","4","1","$0.00","312",0,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",20,"Left",603,144,0,"NA",50,20,30,0,2
"2019-09-25 11:34:59","2019-09-25 11:37:23","0","100","143","1","2019-09-25 11:37:23","R_3en1rWvJRKTAviM","","","","","anonymous","EN","2","2","3","0.489","1.633","4.573","3",25,45,30,"4.272","18.57","18.977","11","","","",NA,NA,NA,"","","","","10","7","10","Because it is the middle box ","15.327","15.327","27.476","1","29","0","2","2","$1.00","231",1,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",45,"Middle",577,145,0,"NA",45,25,30,0,0
"2019-09-25 11:54:02","2019-09-25 11:59:18","0","100","316","1","2019-09-25 11:59:18","R_3oC0BLw7cIyXCLL","","","","","anonymous","EN","3","1","1","4.728","13.093","15.32","3",NA,NA,NA,"","","","","","","",33.33,33.33,33.34,"15.823","26.388","42.453","3","10","10","10","Each box had an equal chance of being selected as the winning box. So it has 33.34 chance of being selected","8.006","8.006","62.342","1","36","1","4","1","$0.00","213",0,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.34,"Left",441,146,0,"NA",33.34,33.33,33.33,1,2
"2019-09-25 11:45:55","2019-09-25 12:20:41","0","27","2085","0","2019-10-02 12:21:11","R_Pv0akpHfXMWoIeJ","","","","","anonymous","EN","","","","","","","",NA,NA,NA,"","","","","","","",NA,NA,NA,"","","","","","","","","","","","","","","","","","",0,1,"",NA,"","",NA,"",67,147,1,"incomplete survey",NA,NA,NA,NA,1
"2019-09-25 11:04:38","2019-09-25 11:08:22","0","100","223","1","2019-09-25 11:08:22","R_1lot0tCASoOQFJg","","","","","anonymous","EN","3","1","1","2.56","5.023","5.979","3",33,34,33,"6.06","12.052","15.221","6","","","",NA,NA,NA,"","","","","6","10","7","they should all have an equal chance of winning if it is truly a random selection","6.91","31.375","33.044","3","44","1","2","2","$0.00","231",1,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33,"Middle",247,148,0,"NA",34,33,33,1,0
"2019-09-25 12:02:07","2019-09-25 12:05:55","0","100","228","1","2019-09-25 12:05:55","R_9B6lp8h4Yzevj6p","","","","","anonymous","EN","3","1","1","3.993","8.401","9.784","3",NA,NA,NA,"","","","","Off","Off","On",34,33,33,"8.743","19.965","23.491","4","6","6","5","They all have an equal chance.","5.014","5.014","21.435","1","54","1","2","1","$0.00","213",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33,"Left",490,149,0,"NA",34,33,33,1,1
"2019-09-25 11:08:22","2019-09-25 11:16:03","0","100","461","1","2019-09-25 11:16:03","R_21F0JVad9o1dNHc","","","","","anonymous","EN","3","1","1","5.927","11.526","12.847","3",NA,NA,NA,"","","","","","","",40,25,35,"29.904","39.16","43.001","5","3","3","1","i thought slightly less than 1/3 of chance. dificcult to have a lottery where majority of people seem confident they will win and that materializes. won't be enough to compensate them. suspicion of the house winning against the players. middle being the winner also seems less likely chance and from geometry point of view.","13.471","13.471","163.285","1","40","0","5","1","$0.00","132",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",25,"Left",503,150,0,"NA",40,25,35,0,2
"2019-09-25 11:29:16","2019-09-25 11:39:06","0","100","589","1","2019-09-25 11:39:06","R_AgFwA0Dh5RLbXYR","","","","","anonymous","EN","3","1","1","6.057","9.531","10.188","4",33,33,34,"10.174","321.465","322.161","85","","","",NA,NA,NA,"","","","","2","5","4","I only said 34% because this survey would not correctly allow me to come the 100% needed correctly. Each box has an equal 33.33333333333% chance of being the chosen box.","40.462","40.827","125.232","2","38","1","4","1","$0.00","321",1,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Left",173,151,0,"NA",34,33,33,1,0
"2019-09-25 11:54:25","2019-09-25 11:56:42","0","100","137","1","2019-09-25 11:56:43","R_20U6kpC9H9YfpEK","","","","","anonymous","EN","3","1","1","1.956","4.164","5.475","3",33,33,34,"4.536","10.12","13.697","2","","","",NA,NA,NA,"","","","","4","3","3","If the chances of choosing the winning box are equal then I have a 33.33333 percent chance of winning. ","1.647","1.647","33.341","1","31","1","5","2","$0.00","123",1,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Middle",327,152,0,"NA",34,33,33,1,0
"2019-09-25 11:21:32","2019-09-25 11:25:32","0","100","239","1","2019-09-25 11:25:32","R_24l5GjSac8YSwHs","","","","","anonymous","EN","3","1","1","1.901","4.797","6.134","3",33.3,33.4,33.3,"6.587","33.772","36.171","15","","","",NA,NA,NA,"","","","","0","4","0","The instructions said the boxes all have an equal chance at being the winning one, and 33.3 is the closest I could come to making each chance even","7.452","7.452","34.34","1","35","1","3","2","$0.00","231",1,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.3,"Middle",357,153,0,"NA",33.4,33.3,33.3,1,0
"2019-09-25 11:56:18","2019-09-25 11:59:54","0","100","216","1","2019-09-25 11:59:54","R_2WNHDDlYgndMeqh","","","","","anonymous","EN","3","1","1","1.72","4.608","4.925","4",NA,NA,NA,"","","","","Off","Off","On",33.3,33.3,33.4,"3.948","17.481","19.157","4","7","8","7","Because that's 1/3, as there's three boxes.","2.999","13.192","13.634","2","34","0","4","1","$0.00","231",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.4,"Left",388,154,0,"NA",33.4,33.3,33.3,1,1
"2019-09-25 11:17:34","2019-09-25 11:21:29","0","100","234","1","2019-09-25 11:21:29","R_2QtiWBAYsddiNuz","","","","","anonymous","EN","3","1","1","4.237","9.909","11.36","3",25,50,25,"31.955","40.243","43.678","3","","","",NA,NA,NA,"","","","","5","3","2","Rarely is it the first one that wins in my experience.","10.867","10.867","31.543","1","51","0","5","2","$0.00","231",1,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",25,"Middle",350,155,0,"NA",50,25,25,0,0
"2019-09-25 11:07:22","2019-09-25 11:10:00","0","100","157","1","2019-09-25 11:10:00","R_2zYBvkCRngDeFVG","","","","","anonymous","EN","3","1","1","1.946","4.953","6.044","4",33,34,33,"4.246","11.096","14.351","4","","","",NA,NA,NA,"","","","","5","5","5","There are three boxes and I assume there is an equal chance of any particular box to be picked (I only put 34% for the middle box because 1/3 doesn't translate well to decimals)","1.246","1.246","59.932","1","26","1","4","3","$0.00","231",1,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",33,"Right",11,156,0,"NA",34,33,33,1,0
"2019-09-25 11:21:11","2019-09-25 11:23:27","0","100","135","1","2019-09-25 11:23:27","R_3q98tKXNm6Nhjoh","","","","","anonymous","EN","3","1","1","1.675","3.788","4.42","3",NA,NA,NA,"","","","","","","",50,50,0,"1.281","8.421","8.936","3","6","5","6","Because its in the middle","2.811","24.087","24.601","2","31","1","4","3","$0.00","123",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",50,"Right",196,157,0,"NA",50,0,50,0,2
"2019-09-25 11:46:42","2019-09-25 11:53:34","0","100","411","1","2019-09-25 11:53:35","R_1gphe9LNARm0kpc","","","","","anonymous","EN","3","1","1","3.195","9.833","129.093","3",NA,NA,NA,"","","","","","","",20,60,20,"6.678","23.739","31.465","11","7","10","6","I'm not really sure about my answer so that is why i selected 60%.","9.464","64.892","95.896","8","22","0","2","3","$0.00","132",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",60,"Right",479,158,0,"NA",60,20,20,0,2
"2019-09-25 11:48:02","2019-09-25 11:49:38","0","27","95","0","2019-10-02 11:50:16","R_3hfMqmdywlGc1Ss","","","","","anonymous","EN","","","","","","","",NA,NA,NA,"","","","","","","",NA,NA,NA,"","","","","","","","","","","","","","","","","","",1,NA,"",NA,"","",NA,"",479,158,1,"incomplete survey",NA,NA,NA,NA,0
"2019-09-25 11:51:33","2019-09-25 11:53:36","0","100","123","1","2019-09-25 11:53:36","R_6hgDWXXqr1RmawV","","","","","anonymous","EN","3","1","1","2.287","4.967","6.077","3",33,34,33,"7.394","13.09","15.085","3","Off","On","Off",NA,NA,NA,"","","","","3","3","3","That's pretty close to 1 in 3. ","3.579","3.579","11.155","1","51","0","5","3","$0.00","213",1,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Right",308,159,0,"NA",34,33,33,1,0
"2019-09-25 11:58:24","2019-09-25 12:01:13","0","100","169","1","2019-09-25 12:01:13","R_xeYfLsWRvrayB1v","","","","","anonymous","EN","3","1","1","3.472","8.35","9.741","3",NA,NA,NA,"","","","","Off","Off","On",33,34,33,"7.897","17.064","20.193","7","3","3","3","because there are three boxes so i have a 1 in 3 chance of picking right so 33 percent chance","3.884","3.884","30.894","1","40","0","4","3","$1.00","132",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33,"Right",433,160,0,"NA",34,33,33,1,1
"2019-09-25 11:59:02","2019-09-25 12:05:17","0","100","375","1","2019-09-25 12:05:18","R_6nkEI99dK7zG25z","","","","","anonymous","EN","3","1","1","24.493","26.772","34.612","3",NA,NA,NA,"","","","","On","Off","Off",33.4,33.3,33.3,"5.829","30.159","33.768","5","4","4","5","The boxes are identical and because there is a random chance of each being the ""winning box"", they all have equal chances of winning. I chose that the left box had a slightly higher chance because it was necessary to come to a sum of 100, but also because I randomly chose that box and assumed it might have a slightly higher chance than the others. ","10.83","103.864","109.612","7","24","1","4","3","$0.00","123",0,1,"You have selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",33.4,"Right",391,161,0,"NA",33.4,33.3,33.3,1,1
"2019-09-25 11:49:33","2019-09-25 11:52:24","0","100","171","1","2019-09-25 11:52:25","R_aaeTPf61yC6TJYZ","","","","","anonymous","EN","3","1","1","3.033","6.58","7.662","3",NA,NA,NA,"","","","","","","",33.3,33.3,33.4,"9.119","21.555","24.016","6","3","4","3","There are three boxes. It's simple probability: one in three chances.","7.366","7.366","24.501","1","45","0","5","2","$0.00","321",0,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",33.4,"Middle",184,162,0,"NA",33.4,33.3,33.3,1,2
"2019-09-25 11:36:12","2019-09-25 11:38:51","0","100","159","1","2019-09-25 11:38:51","R_1QxWZEBFznA1vIV","","","","","anonymous","EN","3","1","1","3.921","6.882","7.626","3",NA,NA,NA,"","","","","","","",33,33,34,"6.974","18.523","19.337","2","5","9","6","I just took 100% and equally spread the chance between the three. I added the extra percent to mine because I feel hopeful that my box is the winning one.","2.701","2.701","36.162","1","43","1","3","2","$0.00","123",0,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Middle",221,163,0,"NA",34,33,33,1,2
"2019-09-25 11:14:54","2019-09-25 11:20:28","0","100","333","1","2019-09-25 11:20:28","R_1lsZdCp7E6I4N5e","","","","","anonymous","EN","3","1","1","2.898","8.386","9.446","3",NA,NA,NA,"","","","","","","",50,30,20,"17.965","51.79","54.686","8","10","10","10","I am a gambler and i take a lot of risk so that lead to my decision","12.247","52.319","57.192","2","53","1","2","1","$1.00","231",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",50,"Left",25,164,0,"NA",50,20,30,0,2
"2019-09-25 11:28:27","2019-09-25 11:31:19","0","100","172","1","2019-09-25 11:31:21","R_wRUjXqeaMadQXzb","","","","","anonymous","EN","3","1","1","2.962","6.289","7.621","3",33.33,33.34,33.33,"12.126","42.435","47.335","8","Off","On","Off",NA,NA,NA,"","","","","6","6","6","Each of the boxes has an equal chance of being selected. ","6.005","6.005","23.059","1","43","1","5","1","$0.00","321",1,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.34,"Left",575,165,0,"NA",33.34,33.33,33.33,1,0
"2019-09-25 11:16:03","2019-09-25 11:17:33","0","100","90","1","2019-09-25 11:17:33","R_WBRDScFxZ49byql","","","","","anonymous","EN","3","1","1","1.739","4.453","5.276","3",33,33,34,"4.754","4.754","11.801","1","Off","On","Off",NA,NA,NA,"","","","","3","3","3","Rules stated each box has equal odds.","2.606","2.606","13.213","1","43","0","2","1","$0.00","321",1,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Left",520,166,0,"NA",34,33,33,1,0
"2019-09-25 12:02:50","2019-09-25 12:07:07","0","100","256","1","2019-09-25 12:07:07","R_2TuULg2Uj9Y7E7w","","","","","anonymous","EN","3","1","1","6.307","11.164","12.955","3",NA,NA,NA,"","","","","","","",33,45,22,"17.095","34.128","43.017","3","3","3","2","I am thinking I am not that lucky.","14.332","14.332","43.504","1","44","0","3","3","$0.00","231",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",33,"Right",486,167,0,"NA",45,22,33,0,2
"2019-09-25 11:47:45","2019-09-25 11:50:30","0","100","165","1","2019-09-25 11:50:30","R_2CfTNG1Ft7t3zHR","","","","","anonymous","EN","3","1","1","2.745","5.313","5.983","3",NA,NA,NA,"","","","","","","",34,33,33,"17.532","46.468","47.595","7","7","5","6","I even divided what the chances would be for 1 in 3. I was hoping the box the computer picked was the lucky one!","2.483","2.483","35.112","1","31","1","2","2","$0.00","132",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",34,"Middle",588,168,0,"NA",34,33,33,1,2
"2019-09-25 12:12:25","2019-09-25 12:15:57","0","100","212","1","2019-09-25 12:15:57","R_2Qiz5aQZlP0DgHq","","","","","anonymous","EN","3","1","1","2.076","7.252","8.939","3",NA,NA,NA,"","","","","Off","On","Off",33,34,33,"2.355","49.882","51.694","13","3","3","3","I couldn't put 33.3333333333%. So I was being slightly optimistic and rounded my choice up","3.945","43.353","44.03","3","31","0","4","3","$0.00","132",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Right",167,169,0,"NA",34,33,33,1,1
"2019-09-25 11:51:58","2019-09-25 11:55:03","0","100","185","1","2019-09-25 11:55:03","R_2CVdYBjNMooRaT2","","","","","anonymous","EN","3","1","1","2.765","7.527","10.113","3",NA,NA,NA,"","","","","On","Off","Off",100,0,0,"8.386","8.386","14.668","1","10","10","10","I believe in the power of positive thinking.","4.996","4.996","43.198","1","59","1","2","2","$0.00","123",0,1,"You have selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",100,"Middle",565,170,0,"NA",100,0,0,0,1
"2019-09-25 12:09:09","2019-09-25 12:12:38","0","100","208","1","2019-09-25 12:12:38","R_2bVPAPXoCFpsesu","","","","","anonymous","EN","3","1","1","1.868","4.708","10.106","3",NA,NA,NA,"","","","","","","",34,33,33,"9.451","41.952","42.52","8","3","10","3","Because I'm feeling lucky today!","3.562","20.973","21.564","3","63","1","5","1","$1.00","132",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",34,"Left",394,171,0,"NA",34,33,33,1,2
"2019-09-25 11:49:25","2019-09-25 11:52:23","0","100","177","1","2019-09-25 11:52:23","R_BqSRZ1X8WZhQLOV","","","","","anonymous","EN","3","1","1","2.145","4.856","6.679","4",NA,NA,NA,"","","","","","","",34,33,33,"4.712","12.128","16.839","3","3","3","3","Assuming the selection is random, each box would have a 33.33% chance of being selected. Instead of using decimals, I just placed the extra percentage point on the one I HOPE it would be.","2.923","2.923","58.361","1","28","0","5","1","$1.00","123",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",34,"Left",188,172,0,"NA",34,33,33,1,2
"2019-09-25 12:19:41","2019-09-25 12:24:09","0","100","267","1","2019-09-25 12:24:09","R_3D8FB5K7y3zVLfr","","","","","anonymous","EN","3","1","1","3.064","9.835","11.44","4",NA,NA,NA,"","","","","On","Off","Off",34,33,33,"22.51","38.051","44.565","4","4","4","3","It has about 1 in 3 chance of randomly being selected.","11.331","11.331","47.113","1","50","0","2","2","$0.00","231",0,1,"You have selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",34,"Middle",277,173,0,"NA",34,33,33,1,1
"2019-09-25 11:28:56","2019-09-25 11:32:23","0","100","206","1","2019-09-25 11:32:23","R_20Yk8BbN2XAxNjO","","","","","anonymous","EN","3","1","1","3.56","9.815","11.888","3",33,34,33,"10.353","27.745","31.671","4","","","",NA,NA,NA,"","","","","5","5","5","The middle box normally have a better chance of winning.","5.751","5.751","41.901","1","57","1","5","3","$0.00","231",1,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",34,"Right",310,174,0,"NA",34,33,33,1,0
"2019-09-25 11:01:49","2019-09-25 11:04:06","0","100","136","1","2019-09-25 11:04:06","R_1mk1QmYW27Vc28s","","","","","anonymous","EN","3","1","1","1.835","3.642","4.831","3",34,33,33,"11.602","43.601","45.42","12","","","",NA,NA,NA,"","","","","1","3","1","Because it is being chosen randomly out of three options","2.303","2.303","16.625","1","26","1","5","1","$0.00","231",1,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Left",498,175,0,"NA",34,33,33,1,0
"2019-09-25 11:16:46","2019-09-25 11:18:15","0","100","88","1","2019-09-25 11:18:18","R_24tGPmTkDeVyXOH","","","","","anonymous","EN","3","1","1","1.533","3.887","4.489","3",NA,NA,NA,"","","","","Off","On","Off",34,33,33,"2.283","12.134","18.117","6","3","5","8","Middle box
","0.727","0.727","7.614","1","24","0","4","1","$0.00","312",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Left",76,176,0,"NA",34,33,33,1,1
"2019-09-25 12:05:55","2019-09-25 12:08:37","0","100","162","1","2019-09-25 12:08:37","R_10T0xrw5JYGliJr","","","","","anonymous","EN","3","1","1","1.601","3.596","4.499","3",33.4,33.3,33.3,"3.479","13.949","16.561","7","Off","On","Off",NA,NA,NA,"","","","","4","4","4","Odds are as even as they can be","58.686","65.897","66.181","2","21","0","2","2","$1.00","321",1,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.3,"Middle",453,177,0,"NA",33.4,33.3,33.3,1,0
"2019-09-25 12:19:04","2019-09-25 12:20:49","0","100","104","1","2019-09-25 12:20:49","R_1DRROaE8Amjm0LS","","","","","anonymous","EN","3","1","1","1.656","3.795","4.452","3",30,40,30,"4.334","9.386","13.048","3","","","",NA,NA,NA,"","","","","2","0","0","I kept the percentages close to being equal.  ","2.084","2.084","12.8","1","38","1","4","2","$0.00","132",1,0,"The computer has randomly selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",30,"Middle",282,178,0,"NA",40,30,30,0,0
"2019-09-25 11:17:56","2019-09-25 11:21:57","0","100","240","1","2019-09-25 11:21:57","R_1kSv1iBSlmrlJbD","","","","","anonymous","EN","3","0","0","1.912","3.833","4.478","3",NA,NA,NA,"","","","","","","",33,33,34,"2.815","2.815","12.13","1","3","5","3","1/3","3.022","3.022","6.502","1","39","1","4","3","$0.00","213",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Right",16,179,0,"NA",34,33,33,1,2
"2019-09-25 11:00:21","2019-09-25 11:04:13","0","100","231","1","2019-09-25 11:04:13","R_1kM0Rxa6dtFJI1d","","","","","anonymous","EN","3","1","1","3.205","7.019","8.36","3",NA,NA,NA,"","","","","","","",33.3,33.4,33.3,"12.799","32.003","36.422","3","3","3","3","If the selection is random, I will assume it would have a 1/3 chance. ","12.612","21.97","47.973","2","53","1","4","1","$0.00","132",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33.4,"Left",260,180,0,"NA",33.4,33.3,33.3,1,2
"2019-09-25 12:10:39","2019-09-25 12:15:09","0","100","270","1","2019-09-25 12:15:09","R_3fPJUZ9cZOIe49c","","","","","anonymous","EN","3","1","1","3.374","6.152","8.562","3",33,33,34,"11.459","20.399","35.048","3","","","",NA,NA,NA,"","","","","6","6","6","I think all the boxes have an equal chance of winning.","15.601","15.601","35.78","1","29","0","2","2","$1.00","231",1,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Middle",176,181,0,"NA",34,33,33,1,0
"2019-09-25 12:06:28","2019-09-25 12:10:46","0","100","257","1","2019-09-25 12:10:46","R_2zXS9bkmp5DYNqg","","","","","anonymous","EN","3","1","1","3.137","9.08","10.173","3",NA,NA,NA,"","","","","","","",33,33,34,"28.182","35.317","55.966","3","5","5","5","Because you said all three have an equal chance of being the winning box. 100% divided by 3 is 33.33","6.958","6.958","50.671","1","29","1","2","3","$0.00","123",0,0,"The computer has randomly selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Right",436,182,0,"NA",34,33,33,1,2
"2019-09-25 11:35:13","2019-09-25 11:38:06","0","100","172","1","2019-09-25 11:38:06","R_24bBOfyuy44KFoc","","","","","anonymous","EN","3","1","1","3.977","7.047","8.297","3",NA,NA,NA,"","","","","Off","On","Off",33,33,34,"7.417","18.799","21.756","5","3","3","3","I believe it said at the begining that each box had an equal chance of being selected.","4.178","4.178","22.805","1","48","0","5","2","$1.00","321",0,1,"You have selected this box as your box.",2,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6Ft5pvdFg2hzi5v","Middle",33,"Middle",132,183,0,"NA",34,33,33,1,1
"2019-09-25 12:18:35","2019-09-25 12:27:28","0","100","532","1","2019-09-25 12:27:28","R_1C9MtswyYKy4XpK","","","","","anonymous","EN","3","1","1","3.458","9.36","11.263","3",NA,NA,NA,"","","","","Off","Off","On",33,33,34,"17.798","350.957","353.575","27","6","7","7","Because any one of the boxes could be the winner","9.21","9.21","30.908","1","25","0","2","3","$1.00","231",0,1,"You have selected this box as your box.",3,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_byGtAtR4WsrhcqN","Right",34,"Right",331,184,0,"NA",34,33,33,1,1
"2019-09-25 11:44:56","2019-09-25 11:47:54","0","100","178","1","2019-09-25 11:47:55","R_6Y8AiWDABWYy8Dv","","","","","anonymous","EN","3","1","1","2.584","6.52","9.102","3",30,40,30,"15.208","26.468","28.727","3","","","",NA,NA,NA,"","","","","10","10","10","IT WAS JUST MY INSTINCTS","3.047","24.537","27.658","4","31","1","4","2","$0.00","321",1,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",30,"Middle",399,185,0,"NA",40,30,30,0,0
"2019-09-25 11:10:57","2019-09-25 11:15:31","0","100","273","1","2019-09-25 11:15:31","R_9MRpz0MnvK47udX","","","","","anonymous","EN","3","1","1","1.488","5.252","6.396","4",NA,NA,NA,"","","","","","","",35,35,30,"4.065","4.065","12.347","1","5","4","4","best guess","2.646","8.53","19.266","2","35","0","4","1","$1.00","132",0,0,"The computer has randomly selected this box as your box.",1,"https://wharton.ca1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_cZ26urzdWdrwgHr","Left",35,"Left",589,186,0,"NA",35,30,35,0,2
